node,in_degree_weekday,out_degree_weekday,PageRank_weekday,HITS_hub_weekday,HITS_authority_weekday,in_degree_weekend,out_degree_weekend,PageRank_weekend,HITS_hub_weekend,HITS_authority_weekend
LOWER SELETAR,2348901.0,2688946.0,0.0017338667531429605,0.0016153291516869258,0.0013333145259505626,862337.0,1021361.0,0.0017688054741461193,0.001941335902847539,0.0016932225598239297
LOYANG EAST,716540.0,956067.0,0.000931596268147202,0.003171629704223478,0.0022695546158383708,160500.0,344995.0,0.0007541033669777844,0.002514578855458258,0.001154989080298185
LOYANG WEST,1986280.0,1069810.0,0.0014706888502971514,0.0016542568637867951,0.005188247321676029,516540.0,168407.0,0.0012057228556375124,0.00046588995581336583,0.0031436812918803916
MACKENZIE,1128620.0,1835648.0,0.0011141042601223467,0.0002237503826757279,0.00039554656702833334,591600.0,960723.0,0.0013398309903441094,0.0004946974534432309,0.0008189610524262238
MACPHERSON,7358113.0,7467968.0,0.00436328115828389,0.005324526061766638,0.005391642418360906,2346432.0,2410927.0,0.004084957410893404,0.005285668560376289,0.005198896750758646
MALCOLM,3026340.0,2497679.0,0.002266138817871436,0.0005613207646922667,0.0005334830633713543,825860.0,655735.0,0.0018278057047150774,0.00046340620956540206,0.0005297102701691415
MANDAI EAST,922700.0,1495288.0,0.0011329783440641758,0.0005301924785014829,0.0005462390771774165,372680.0,690405.0,0.0012122667339256557,0.0009652400024787297,0.0006677311596402338
MANDAI ESTATE,280320.0,451516.0,0.0006913343637045573,0.00023832997717129707,2.7059115187877845e-05,107820.0,154812.0,0.0007065692301200522,0.0002645636737071389,4.442393598996837e-05
MANDAI WEST,157620.0,164020.0,0.0005864272431620214,5.644700813289489e-05,1.2379804825988863e-05,52180.0,48440.0,0.0005798287111014034,5.84090911116915e-05,2.0076221379329028e-05
MARGARET DRIVE,2757440.0,3799440.0,0.0023428423391914704,0.0002183634435808993,0.00011840641800341583,890360.0,1261500.0,0.002216688930292102,0.00037639293006273584,0.0001737582224550174
MARINA CENTRE,3219704.0,2927960.0,0.0024838129799493705,0.0011806301384465416,0.0012295649401511935,1543669.0,1563414.0,0.003090142581113942,0.0018630531898301053,0.0017960314154537554
MARINA SOUTH,133740.0,110780.0,0.0006409494900412419,4.510871555148262e-06,5.7764673767984945e-06,89240.0,69280.0,0.0009499221833220143,2.918284533270105e-06,3.2811833816689576e-06
MARINE PARADE,8797480.0,9854020.0,0.005057206763985605,0.00899448523821841,0.01176196588319227,3513200.0,4055680.0,0.005574460834748073,0.010542232077290254,0.012407068689914707
MARITIME SQUARE,11171263.0,11060566.0,0.008587883907726369,0.0016841811338492412,0.001977062251876918,4657943.0,4689466.0,0.010037501530827853,0.0029951559597291735,0.0031798439876417808
MARYMOUNT,6744380.0,8371212.0,0.004317978184734304,0.0016301562964798342,0.0014617420191262115,2135800.0,2727124.0,0.003994557324258623,0.0015920541495608592,0.0014265741410072119
MATILDA,10752555.0,10011155.0,0.0062842147764665375,0.009476971760054903,0.011480060987110095,3983697.0,3701185.0,0.006524598969314064,0.007946638208717199,0.009669108331088113
MAXWELL,323760.0,194100.0,0.0007099139981227227,1.2027595148514359e-05,7.830836331371738e-05,153480.0,84008.0,0.0007593322550315989,2.3198814351228297e-05,0.00015204758143346115
MEI CHIN,4638262.0,3571217.0,0.0036041715148794643,0.0002810094001427281,0.0003569884852184837,1609943.0,1409815.0,0.0035408481838692827,0.00041167710761411325,0.0005564862787315764
MIDVIEW,6729020.0,7012102.0,0.0037778833853393586,0.006444128987828427,0.005938697111613071,2274660.0,2278290.0,0.003651274619988471,0.008352803575678485,0.008194086067086822
MONK'S HILL,194120.0,103316.0,0.0006094210855399532,8.789037056662086e-06,4.104362483009425e-05,47880.0,27596.0,0.0005662476425119472,1.0862455568907997e-05,4.666538096780555e-05
MOULMEIN,7363670.0,7847331.0,0.004820703901199091,0.0021102979503046316,0.0020769809720159542,2462078.0,2633640.0,0.004493304476240957,0.0021519914562875262,0.001980448480914193
MOUNT PLEASANT,933432.0,990685.0,0.0010918394491262586,0.00024090387990118405,0.00010233597550897614,215904.0,213850.0,0.0008752284932148917,0.00014261883831613462,0.00011165586797368646
MOUNTBATTEN,2506740.0,2494040.0,0.0018716950474200744,0.001715111244627371,0.001830467861359373,881600.0,798340.0,0.0018234471560188564,0.0016306295732827544,0.0018649495063507444
NASSIM,3039751.0,3485378.0,0.0025076049827917556,0.0005284708137770902,0.0003310664224007704,1027626.0,1188508.0,0.002412724636728604,0.000722932365931293,0.0005324149646650798
NATIONAL UNIVERSITY OF S'PORE,3511155.0,3832507.0,0.0026511948151655565,0.00044502171490496984,0.0004096826008703135,475200.0,517531.0,0.0014164313267904425,0.00024066135481206344,0.00019513236571010704
NATURE RESERVE,1483373.0,1500586.0,0.0014279907186800001,0.00011653662491627192,0.00018886651975792538,541920.0,498994.0,0.0014454808997959535,0.00019313508945879789,0.00034342354665438775
NEE SOON,653740.0,667226.0,0.0009006623592036664,0.0002782359551967249,0.00011363578429658002,228300.0,197772.0,0.0008783454679159759,0.00023157612671991263,0.0001674760683086451
NEWTON CIRCUS,3849433.0,4906267.0,0.003134737737298621,0.0008484372131399076,0.0009477904054215788,1201239.0,1537856.0,0.0027227930785934666,0.0009377757447125615,0.0009870126133026014
NORTH COAST,11850460.0,10687707.0,0.006925110506854325,0.0056175185824045805,0.007357264592371726,4541660.0,4863019.0,0.007422374491946842,0.01188667794909083,0.011015563199947087
NORTHLAND,6973880.0,7223137.0,0.004016641943560611,0.004417106204756504,0.004183086276299485,2316120.0,2446738.0,0.003690743614073973,0.00564283107816381,0.005113359705267084
NORTHSHORE,163752.0,156394.0,0.0005899703343279619,0.00010505846169000228,8.58774930410093e-05,118959.0,127844.0,0.0006821285887945085,0.00022449937222254662,0.00016434985963730816
ONE NORTH,6080366.0,5048153.0,0.004592187520896326,0.0005212929121879554,0.0005809186430151,1127891.0,1034536.0,0.0029281579462364193,0.0003764328258563404,0.0004087648853380122
ONE TREE HILL,1040640.0,1018654.0,0.001216800702717022,9.27735247592444e-05,0.00011700053078593467,370060.0,374128.0,0.001200152629799818,0.00013301233851827356,0.00017173885663543587
ORANGE GROVE,241700.0,83920.0,0.0006494220019907901,9.201295301664386e-06,3.8542027126862725e-05,107160.0,27280.0,0.0006798433503166166,1.2868162933399426e-05,8.152359299571803e-05
