ind,node,level_1_weekday,level_1_weekend,weekday_com_ent_in,weekday_com_ent_out,weekend_com_ent_in,weekend_com_ent_out
271,SAMULUN,6,3,0.0,0.0,0.0,0.0
272,SHIPYARD,6,3,0.20552896776922638,0.05896490339314428,0.14793066222551382,0.055240306203164696
273,SAFTI,6,11,0.22476666197976664,0.1913997740657075,0.003505009786693381,0.16569635580656314
274,YISHUN CENTRAL,7,8,0.4530479216916282,0.5344802993263985,0.4405261962194646,0.5178176061590752
275,YISHUN WEST,7,8,0.6334769394280317,0.521313999777855,0.5874292668963067,0.5001836570606543
276,KHATIB,7,8,0.6123933700393837,0.38734078646601877,0.5943659966285199,0.3953125097265331
277,YISHUN EAST,7,8,0.07404778947436463,0.08448935194569357,0.07431075239119989,0.08838299255970439
278,YISHUN SOUTH,7,8,0.15212961223708868,0.5301397702571529,0.1446459233176065,0.48457893846467254
279,NORTHLAND,7,8,0.15219955117083808,0.05735667210292476,0.1134241725790975,0.05982617986087158
280,LOWER SELETAR,7,8,0.1799256128256074,0.22332857210448803,0.19247922369820544,0.20839710536109238
281,SPRINGLEAF,7,6,0.558558760366234,0.37464897162230526,0.5687673370480673,0.42057198050299094
282,MANDAI ESTATE,7,8,0.49781180539502756,0.26006401805449103,0.5377268509769972,0.2673609940596253
283,CHOA CHU KANG CENTRAL,8,7,0.4977378685444834,0.5238529418970388,0.36352203300614855,0.3567958083896884
284,TECK WHYE,8,7,0.492418518634075,0.5650630517423334,0.4182368151169404,0.41547151687001355
285,KEAT HONG,8,7,0.44357140646709914,0.3854997722574664,0.3592272244845915,0.23156145123794347
286,PENG SIANG,8,7,0.30567654018151313,0.33349469982793867,0.18038332897126158,0.1869855062245429
287,CHOA CHU KANG NORTH,8,7,0.2441272783711606,0.2604280502842911,0.0,0.0
288,YEW TEE,8,7,0.4139251938340222,0.46295253441389955,0.2633994191545644,0.28995205653642087
289,LIM CHU KANG,8,4,0.5497266926501465,0.49554485573445195,0.2882047163412997,0.28903699550257494
290,MATILDA,9,2,0.55290514357912,0.5369905164487125,0.3275431280410404,0.3302621565893631
291,PUNGGOL FIELD,9,2,0.5999758256441393,0.4835511811642752,0.4771344656801877,0.17457711872327403
292,WATERWAY EAST,9,2,0.22963345530598814,0.44953976865043926,0.11119262803613778,0.20823012051320808
293,SELETAR,9,2,0.6679137941804552,0.6686079629069444,0.5029486450683732,0.45290071775812807
294,PUNGGOL TOWN CENTRE,9,2,0.29965092232677965,0.25262679645170383,0.21749080741923635,0.11911945334452752
295,SELETAR AEROSPACE PARK,9,8,0.5158398602895756,0.5004446638052394,0.4949643776496164,0.4502498921447847
296,NORTHSHORE,9,2,0.18818206650353084,0.20134242901226057,0.08419528501632847,0.0840727939644743
297,TUAS BAY,10,11,0.3246769440112004,0.28793788869418696,0.13757250322603076,0.10767706676630674
298,TUAS VIEW,10,11,0.23183029184372828,0.1288055121430437,0.0,0.005548456185503645
299,TUAS PROMENADE,10,11,0.2851589208653436,0.2489862647106246,0.22721603791723127,0.11565107440893592
300,TUAS NORTH,10,11,0.5401741380468018,0.4655039133688344,0.3439722786863192,0.3516531938529327
301,TUAS VIEW EXTENSION,10,11,0.0,0.0,0.0,0.0
302,TENGEH,10,11,0.27643459094367495,0.23077429737481278,0.0,0.018870506070229148
