node,in_degree_weekday,out_degree_weekday,PageRank_weekday,HITS_hub_weekday,HITS_authority_weekday,in_degree_weekend,out_degree_weekend,PageRank_weekend,HITS_hub_weekend,HITS_authority_weekend
KALLANG BAHRU,16178.467088820418,13463.27485340648,0.002873683834751079,0.0022568154904470195,0.0024749041227776877,11411.559980434342,10004.184125596283,0.0022209393115638736,0.0017255075925028023,0.0016827635022582472
KALLANG WAY,6256.419893477368,7405.751194672491,0.0014052937265534745,0.000982650708430195,0.0011185992991855074,3427.6077625744347,4488.2883368296025,0.0010704849791316581,0.0005264370280713334,0.0006262872882189148
KAMPONG BUGIS,4165.438428956739,3506.481477829109,0.0011151699317205807,0.0003345145554618657,0.0007600663924419438,5681.633113810607,4891.614840713418,0.0013387542270655616,0.0005508043462241612,0.0011548863294879874
KAMPONG GLAM,2326.161288942503,2379.615212698754,0.00089089603575966,0.0002720183670623479,0.0003350604937705761,2671.586023332711,2882.309376618292,0.0009402624671829791,0.0003670671843561251,0.000456167392598887
KAMPONG JAVA,13090.537160569358,11082.409120792072,0.0024378836138146654,0.0017439719847221681,0.0019683305933961993,13647.45012007436,10041.819815840314,0.00250819771550439,0.001591991746780841,0.002168779784705526
KAMPONG TIONG BAHRU,7563.032607284326,6573.17799199723,0.0018667510128260215,0.0005043051799672812,0.0008339695603135601,8046.34776959835,6233.249439686796,0.001976396092848499,0.00047282926555796274,0.001022408431757758
KAMPONG UBI,26729.854603430078,25447.78173229817,0.004366345456337326,0.00515245949223615,0.0059678309359041185,21017.87087415288,19041.269846170984,0.003708963902053148,0.0036518837878709277,0.004610030121764137
KANGKAR,13174.21219271213,13520.171568096384,0.00230424254747042,0.0020539581510980436,0.0015977208831724336,12264.199445981405,13547.969738068045,0.0021975702289615106,0.0020707448067137438,0.001469497702024838
KATONG,8929.334082610294,8416.638577349484,0.0018389949973576802,0.0018725182148238277,0.0018229515858305461,9531.941142464144,9097.332061059564,0.001932111061791179,0.002036926509528556,0.002136485025808259
KEAT HONG,13997.321958069866,10258.230891386118,0.002649999823431757,0.0016652705657170027,0.002078249433920641,13056.850194045292,10032.305687858001,0.0025016944489747927,0.001592610537788487,0.0018866173460799335
KEBUN BAHRU,10179.048451799068,12949.659932658598,0.0021461526779534743,0.0014083393819937058,0.0007155435082043921,10295.484238753548,13025.392118193406,0.0021958241712246797,0.0013279366057934092,0.0006396897031179286
KEMBANGAN,30763.79220781829,28969.109085158234,0.004918004251171762,0.008874136990114093,0.007515369158611439,30553.34896266317,29767.731265492435,0.004899390097104968,0.009133240357087834,0.007653586904752809
KENT RIDGE,2188.5152552569516,2600.956313303145,0.0008974948564637714,0.00024634491586618764,0.00022173540869594834,942.80210592555,989.860729853811,0.0006793347064122958,6.623767381200639e-05,0.00011554393777435965
KHATIB,50464.01083066875,42716.667940224535,0.00783615225569629,0.009154268446094915,0.009306454649545706,48316.56319244442,39783.90412353729,0.007524613030019028,0.008912512915659232,0.009226484888818578
KIAN TECK,4942.6131360979925,3234.9651933269224,0.0013602318676367733,0.0010271291171736743,0.001765341485509578,3911.2310207396727,2784.030311195392,0.001264874784715676,0.0008993791225579056,0.0012515022273071425
KIM KEAT,2512.6832186564043,5132.056283504931,0.000907321100665977,0.0009397883869608206,0.00034460733089211425,2466.1276199805006,5680.254198351872,0.0009153192511721462,0.00109755845998686,0.0003463820034941906
KOVAN,28883.55474524519,29068.282432877815,0.0045276723796730325,0.004556004067717356,0.004600422181346602,29610.302117380343,30988.570470708266,0.004653083760341313,0.005315088665596622,0.005217823548053472
KRANJI,4476.613513661767,4380.287450240325,0.0015173439046815061,0.0005782479930352427,0.00036385662399627915,7198.941542227427,5039.5223270558645,0.0020369440398961243,0.0007046383912006249,0.0005452170311316092
LAKESIDE,13573.776216470653,12617.639757706727,0.0027234745199855755,0.0027613556801336374,0.0027688913421696063,14951.178246614436,15058.365009915266,0.0029615755235355323,0.003909650398348084,0.0037048029558809418
LAVENDER,33238.03282199289,34761.66642588578,0.00555901196371717,0.0065683143550053094,0.006463081837311304,39276.90358648754,37799.88529297401,0.0064668297251727225,0.007276184615968611,0.008176254175908016
LEEDON PARK,11779.650752800257,11659.038789298975,0.0023961264991434667,0.0015074338240785672,0.0016080033685097548,11559.323617541417,11544.268606358091,0.002455108882720244,0.0015214086811896044,0.001501653821744286
LEONIE HILL,1537.3889115572342,1531.9824788119035,0.0007542212821949595,9.701691261617657e-05,0.00018031151045763146,1328.020942717095,1349.206098401369,0.0007188170664898929,0.00012759880567932098,0.00018826080535786621
LIM CHU KANG,329.6615966729319,686.4796178251306,0.0005492015312390773,0.00010825799094513562,4.510732230029897e-05,956.7166164637409,1151.2565165017495,0.0006564962510878208,0.00012574262690367443,0.00012420227080113652
LITTLE INDIA,1075.662115000384,979.9159350911447,0.0006694077238419705,0.00011640426166642441,0.00012320912065104243,1503.2685619278282,1569.5818598981257,0.000748036745652201,0.00019855246956052884,0.00016393895918033764
LIU FANG,2461.322107575764,2348.2666228286525,0.0009419759212576391,0.0008863662781848833,0.0010464280075978862,1899.1426545369075,1598.4137285808654,0.0008457861855203284,0.0006410290260936757,0.0008044404325064984
LORONG 8 TOA PAYOH,8884.861813253545,7755.41441248994,0.0020137515415475597,0.001038659702313636,0.0013628314709912418,8482.21041051088,7629.438948445949,0.0019612858344981855,0.0010890648502518512,0.0012725429451593102
LORONG AH SOO,21364.65260003926,20299.934151321755,0.00350674703868571,0.0024043857465037943,0.003434845497784454,22549.655208671385,21523.491395467492,0.003683922912295351,0.002669176129885024,0.003549335121379609
LORONG CHUAN,8788.516445326679,9036.709715011066,0.0017751085749135084,0.0016630745495768457,0.0016992848876787121,6828.750729360232,6673.722031564082,0.0014980411844197205,0.001314480974742016,0.001418497201516225
